id,text,img,label,nltk1,nltk2,nltk3,nltk4
20568,meanwhile at the isis strip club,img/20568.png,0,0.0,1.0,0.0,0.0
84269,just ordered the new anne frank puzzle,img/84269.png,0,0.0,1.0,0.0,0.0
68079,what's the difference between a walrus and a lesbian? one smells like fish and has a moustache and the other is a walrus!,img/68079.png,0,0.0,0.866,0.134,0.4199
41537,i'm not transphobic i just think trans people shouldn't exist,img/41537.png,0,0.0,1.0,0.0,0.0
12890,hitler getting his tan on,img/12890.png,0,0.0,1.0,0.0,0.0
54102,i'm uncertain where i stand on abortion i like the killing babies but hate the idea of giving women a choice,img/54102.png,1,0.344,0.478,0.178,-0.6705
63217,when you're facetimeing and accidently fall down the stairs,img/63217.png,0,0.0,1.0,0.0,0.0
3271,when your wife and girlfriend dont get along,img/03271.png,0,0.0,1.0,0.0,0.0
35264,i like your cologne what is that? tricare? deers,img/35264.png,0,0.0,0.71,0.29,0.4329
63710,literally nobody: white people sitting at the bar: can you put it on the golf channel??,img/63710.png,1,0.0,1.0,0.0,0.0
12348,"bitch, say something else",img/12348.png,0,0.559,0.441,0.0,-0.5859
14052,this is racist but this is not?????,img/14052.png,1,0.366,0.634,0.0,-0.5362
81064,"your tits... in my hands, put them you will",img/81064.png,0,0.0,1.0,0.0,0.0
74391,there must be some way this victimizes me,img/74391.png,0,0.291,0.709,0.0,-0.4357
36152,"when your eating out your grandma and you taste horse cum then think to yourself ""oh that's how she died",img/36152.png,0,0.159,0.841,0.0,-0.5574
80256,damn girl that's a policy i could get behind,img/80256.png,0,0.31,0.69,0.0,-0.4019
21948,this guy grabs your girl's ass in the bar what do you do?,img/21948.png,0,0.226,0.774,0.0,-0.5423
70532,it's important to listen to your elders please don't forget!,img/70532.png,0,0.0,0.536,0.464,0.6197
25806,when you have to make your own pool,img/25806.png,0,0.0,1.0,0.0,0.0
26759,that look when you wanna cut a bitch but you remember your a changed man,img/26759.png,1,0.264,0.736,0.0,-0.4497
27398,"if you believe that, i've got a virgin goat to sell you!",img/27398.png,0,0.0,1.0,0.0,0.0
18730,immigration invasion learn the difference,img/18730.png,0,0.0,1.0,0.0,0.0
75216,want one as a slave when you watch how slow they work and you wonder why anyone would,img/75216.png,0,0.0,0.925,0.075,0.0772
91754,when you finally buy a dishwasher this works a lot better than a sponge,img/91754.png,0,0.0,0.775,0.225,0.4404
42153,we build our houses with stone,img/42153.png,0,0.0,1.0,0.0,0.0
83456,whats the difference between santa and the jews santa goes down the chimney,img/83456.png,1,0.0,1.0,0.0,0.0
18673,how to remember kid in hot car keep 2nd road beer with them,img/18673.png,0,0.0,1.0,0.0,0.0
97523,you are so cute,img/97523.png,0,0.0,0.437,0.563,0.5949
24631,it's ma'am!! yooouu lookah like a man,img/24631.png,1,0.0,0.619,0.381,0.4738
23748,bigbird singing to child on seasame street,img/23748.png,0,0.0,1.0,0.0,0.0
69412,best part about a hooker dying on you? the 2nd hour is free,img/69412.png,0,0.0,0.571,0.429,0.8176
59073,the enemy within ilhan omar linda sarsour rashida tlaib ocasto-cortez,img/59073.png,0,0.28,0.72,0.0,-0.5423
28405,white people already paid reparations,img/28405.png,0,0.0,1.0,0.0,0.0
63492,making america white again,img/63492.png,0,0.0,1.0,0.0,0.0
92670,"scared you today, didn't i?",img/92670.png,0,0.42,0.58,0.0,-0.4404
78351,subway is similar to prostitution you pay someone else to do your wife's job,img/78351.png,0,0.097,0.903,0.0,-0.1027
79856,my friends coming to see me after a crazy friday night,img/79856.png,0,0.178,0.593,0.23,0.1779
71436,trump supporters be like mexicans stole my teeth,img/71436.png,0,0.0,0.526,0.474,0.6597
3258,"i heard we can get free steroids in australia please help feed and house this poor, defenceless refugee. don't be racist and let me in!",img/03258.png,1,0.105,0.552,0.343,0.8013
20736,go be gay somewhere else,img/20736.png,1,0.0,1.0,0.0,0.0
50487,celebreated 4/20 on january 5th because i know how to reduce fractions,img/50487.png,0,0.0,1.0,0.0,0.0
6431,when the employee asks what bra size you wear,img/06431.png,0,0.0,1.0,0.0,0.0
51473,god: *creates jews* god: *creates jesus* jews: *kill jesus* god: *creates hitler* god:,img/51473.png,1,0.0,0.517,0.483,0.7506
34901,gays aids it really be like that,img/34901.png,0,0.0,0.683,0.317,0.4173
28793,congratulations it's non binary,img/28793.png,0,0.0,0.435,0.565,0.5994
5172,islam is the religion of peace! if you don't agree i kill you!,img/05172.png,0,0.111,0.475,0.413,0.7725
98501,send me sexy pic,img/98501.png,0,0.0,0.469,0.531,0.5267
96231,when you're a convicted rapist but reruns of your show are still on tv because it's not like you tweeted something,img/96231.png,0,0.238,0.762,0.0,-0.6823
81673,when they don't get the memo that they lost the war,img/81673.png,0,0.408,0.592,0.0,-0.7351
48635,the look you give when the bubbles in the pool are pulsating your pussy just kidding she's retarted and thats her normal face,img/48635.png,1,0.0,0.94,0.06,0.1027
43612,racing for pink slips in africa,img/43612.png,1,0.0,1.0,0.0,0.0
15480,"we kill you on 9/11 and you elect 3 of us to congress, stupid infidels!",img/15480.png,1,0.412,0.588,0.0,-0.8553
41830,if he's marrying me then why's he fucking my mom,img/41830.png,0,0.0,1.0,0.0,0.0
81069,when you bout to nut in your cousin and you hear the barn door open,img/81069.png,0,0.0,1.0,0.0,0.0
72584,9 months before i was born i went to a party with my dad and left with my mom,img/72584.png,0,0.0,0.838,0.162,0.4019
51763,go be gay somewhere else,img/51763.png,0,0.0,1.0,0.0,0.0
6873,just got a bootleg copy of muslim porn deep goat,img/06873.png,1,0.0,1.0,0.0,0.0
8523,cute getting ready to start kid her life too bad shes already fkn' dead raped and murdered by an illegal immigrant,img/08523.png,1,0.511,0.351,0.138,-0.9509
6359,what women think they'll do when the economy collapses vs what they'll actually do,img/06359.png,0,0.145,0.855,0.0,-0.296
93260,when she smiles at you from a distance,img/93260.png,0,0.0,0.659,0.341,0.4767
40839,see if you can find the guys from white chicks lol,img/40839.png,0,0.0,0.781,0.219,0.4215
8516,smirked at an adult media coverage: 30 days shot up a school media coverage: 2 days,img/08516.png,0,0.0,1.0,0.0,0.0
53012,"nothing says ""pull me over"" like some red solo cup brake lights!",img/53012.png,0,0.0,0.798,0.202,0.4199
76250,chillin with my chromies,img/76250.png,1,0.0,1.0,0.0,0.0
26198,"hillary isn't in jail, the wall isn't built, isis hasn't been defeated & obamacare is still in place but trump gave himself a $23 million tax cut and that is important to me",img/26198.png,0,0.077,0.809,0.115,0.0841
61952,what i say about the gunman every time there's a mass shooting,img/61952.png,0,0.0,1.0,0.0,0.0
80269,this is really out of mein kampfert zone,img/80269.png,1,0.0,1.0,0.0,0.0
5712,god will forgive you no matter what you've done sweet,img/05712.png,0,0.142,0.323,0.535,0.6249
72941,hey liberals & democrats have you forgotten,img/72941.png,0,0.275,0.725,0.0,-0.2263
21853,pure american muscle,img/21853.png,0,0.0,1.0,0.0,0.0
35219,they stole ma chickin i stole their life,img/35219.png,1,0.0,1.0,0.0,0.0
90146,all races are equal,img/90146.png,0,0.0,1.0,0.0,0.0
51278,when you haven't stolen anything in a week,img/51278.png,0,0.0,0.695,0.305,0.3875
63095,when you have errands to run but you're too tired to deal,img/63095.png,0,0.259,0.741,0.0,-0.5927
96058,husband gives massage.. ...aaaand now i have a dick in me,img/96058.png,0,0.292,0.708,0.0,-0.5106
56871,who cares if mexicans are offended americans are offended by illegal immigration,img/56871.png,1,0.409,0.43,0.161,-0.5574
25180,hold up when she says she likes hung black men so you take her back to your place and she starts tying a noose,img/25180.png,1,0.0,0.887,0.113,0.4215
37259,loyalty always has a cost some times it pays off... ...and some times you take a loss,img/37259.png,0,0.122,0.691,0.186,0.296
48106,fuck islam,img/48106.png,1,0.778,0.222,0.0,-0.5423
19352,ain't nothing but a goat,img/19352.png,0,0.0,1.0,0.0,0.0
65213,"what your ancestors were doing july 4, 1776 what dummies do today for july 4th",img/65213.png,0,0.0,1.0,0.0,0.0
24368,ignorance and hate will lead you to nothing but shame,img/24368.png,0,0.284,0.485,0.231,0.0595
58426,when there is no pinyata at the party but the emo kid just hung himself improvise. adapt. overcome,img/58426.png,0,0.082,0.823,0.095,0.0644
96785,lost african tribe,img/96785.png,0,0.535,0.465,0.0,-0.3182
40567,anne frank writing in her diary,img/40567.png,0,0.0,1.0,0.0,0.0
38625,"a german ss soldier punishing a small jewish boy by sticking a sharpened spear in the boys anus, auschwitz concentration camp, poland 1944. (colorized)",img/38625.png,1,0.153,0.847,0.0,-0.5574
4823,definitely a new cultural era!,img/04823.png,0,0.0,0.501,0.499,0.4574
25368,when you suicide bomb an islamic mosque during a friday worship,img/25368.png,1,0.456,0.414,0.13,-0.7579
93826,"my wife asked me where i'd like to be buried apparently, ""balls deep in your sister"" wasn't the answer she was expecting",img/93826.png,0,0.0,0.894,0.106,0.3612
56392,dick punch funny regardless of species,img/56392.png,0,0.324,0.392,0.284,-0.1027
30986,this beef is so raw its eating the salad,img/30986.png,0,0.0,1.0,0.0,0.0
75823,lisa page: obama doj ordered fbi not to prosecute hillary clinton why is the mainstream media ignoring this bombshell,img/75823.png,0,0.123,0.774,0.103,-0.1134
84072,when you're fucking but wanna make sure he's not stealing anything,img/84072.png,0,0.0,0.564,0.436,0.7874
93147,replaced kitty litter with pop rocks,img/93147.png,0,0.0,1.0,0.0,0.0
92874,so..convert to islam or die?  i say fuck it..let's roll,img/92874.png,1,0.514,0.486,0.0,-0.8126
27946,cadbury's halal creme eggs  now available in special edition,img/27946.png,1,0.0,0.748,0.252,0.4019
93614,"i'm sorry i left the seat up, it won't happen again",img/93614.png,0,0.126,0.874,0.0,-0.0772
93521,ever notice that christians are bad drivers,img/93521.png,1,0.368,0.632,0.0,-0.5423
2691,teaching them how to hunt young,img/02691.png,0,0.0,1.0,0.0,0.0
91708,when mohamed puts it inside,img/91708.png,0,0.0,1.0,0.0,0.0
25783,let's see if they get scared now ! bring they ass out here ! we will cut their heads off,img/25783.png,0,0.377,0.623,0.0,-0.8436
16098,when you find out who's been eating your leftovers,img/16098.png,0,0.0,1.0,0.0,0.0
30452,trump supporters be like show me where he lied,img/30452.png,0,0.186,0.429,0.386,0.4215
86491,you are not wanted! you are a mental deficient!,img/86491.png,0,0.0,1.0,0.0,0.0
14530,it's a proven fact marines islamic radicals are less prone to violent acts after they've been shot in the head,img/14530.png,1,0.168,0.832,0.0,-0.5627
81734,when instincts take over,img/81734.png,0,0.0,1.0,0.0,0.0
4683,"when you make a meme using a different language that everyone can still understand: no es mucho, pero es trabajo honesto",img/04683.png,0,0.109,0.891,0.0,-0.296
8593,18 years later,img/08593.png,1,0.0,1.0,0.0,0.0
92608,says he alone is tough enough to defeat isis still too chickenshit to release his tax returns,img/92608.png,0,0.317,0.683,0.0,-0.6705
61453,when you find the cake your mum was hiding from you,img/61453.png,0,0.18,0.82,0.0,-0.296
39601,welcome refugees to poland's newest 5 star hotel,img/39601.png,0,0.0,0.667,0.333,0.4588
12035,i date crazy bikers with beards cause once you ride a beard and a harley you don't go back,img/12035.png,0,0.138,0.862,0.0,-0.34
56482,heroin is destroying the white community keep up the good work heroin,img/56482.png,1,0.478,0.383,0.139,-0.7964
56287,"and then i says to her no, i got your nose",img/56287.png,0,0.216,0.784,0.0,-0.296
19036,infamous,img/19036.png,0,0.0,1.0,0.0,0.0
34852,"gee, i'd like to suicide bomb the crap out of that church, but i got a thing at 5 couldn't abdul do it?",img/34852.png,1,0.273,0.656,0.072,-0.5994
62804,look at this throatagraph,img/62804.png,0,0.0,1.0,0.0,0.0
81579,the look your women gives you when you can't finsh the job,img/81579.png,0,0.0,1.0,0.0,0.0
80247,the pimp hand strong enough for man but made for teaching,img/80247.png,0,0.0,0.679,0.321,0.5023
52890,wait this isn't my dog,img/52890.png,0,0.0,1.0,0.0,0.0
2485,real friendship is sending them a link to something terrible so you can both be traumatised at the same time i torture all my friends. it's how i show love,img/02485.png,0,0.25,0.505,0.245,-0.0516
50793,a muslim in congress wants to get rid of homeland security let that sink in,img/50793.png,0,0.0,0.844,0.156,0.34
13857,this is why we shoot you guys,img/13857.png,0,0.286,0.714,0.0,-0.34
43617,this chick can't stand fishing,img/43617.png,0,0.0,1.0,0.0,0.0
70942,"lesbians should not be allowed to buy dildos you made your choice bitch, now live with it!",img/70942.png,0,0.204,0.796,0.0,-0.6239
49601,when your fifth pet eats food from another guys hand,img/49601.png,0,0.0,0.738,0.262,0.4939
35102,please be patient... we creating a better fuckup for all,img/35102.png,0,0.0,0.448,0.552,0.7506
10659,chinese ppl be like happy thanksgiving,img/10659.png,0,0.0,0.392,0.608,0.7351
36081,in this edition we don't buy property; we steal it!,img/36081.png,1,0.28,0.72,0.0,-0.5411
68325,"it happend mom, a black guy gave me complement ohhh sweety i'm so sorry. that means you need to lose about 30 pounds",img/68325.png,1,0.182,0.818,0.0,-0.5332
39256,"this isn't the way, there's always a better way",img/39256.png,0,0.0,0.707,0.293,0.4404
98362,it's ma'am look i found a penis,img/98362.png,1,0.0,1.0,0.0,0.0
38475,"i don't always feel like i'm at the top of the gene pool but when i do, i'm at walmart",img/38475.png,0,0.082,0.844,0.074,-0.04
49083,when you catch your goat with another man ya done fucked up,img/49083.png,0,0.286,0.714,0.0,-0.6597
45938,"hey, i just met you, and this is crazy, this is my grenade so blow me, maybe?",img/45938.png,1,0.138,0.862,0.0,-0.34
67823,as much as abdul tried he could not get the fucker into first gear,img/67823.png,0,0.0,0.791,0.209,0.5334
70928,when you drink and drive you will get busted,img/70928.png,0,0.0,1.0,0.0,0.0
24309,when people ask me who my favorite golden girl is,img/24309.png,0,0.0,0.75,0.25,0.4588
70925,where did jimmy go during the bombing? everywhere,img/70925.png,1,0.0,1.0,0.0,0.0
5269,been talking shit about trump since day one. now crying like bitches after getting called out,img/05269.png,0,0.422,0.478,0.1,-0.8442
61278,in a wolrd full of these people be this person,img/61278.png,0,0.0,1.0,0.0,0.0
81675,when your boss asks for the report but you went out the past few nights,img/81675.png,0,0.0,1.0,0.0,0.0
38629,a good heart goes a long way,img/38629.png,0,0.0,0.58,0.42,0.4404
6458,"oh, you're tired of my anti-trump posts? why don't you pray for me to stop?",img/06458.png,0,0.382,0.618,0.0,-0.7523
71364,obama voters,img/71364.png,1,0.0,1.0,0.0,0.0
26794,feel that? it used to belong to bruce jenner,img/26794.png,0,0.0,1.0,0.0,0.0
85704,how people look at me when i tell em i don't have kids,img/85704.png,0,0.0,1.0,0.0,0.0
75102,whose dick do i have to suck to get these charges dropped?,img/75102.png,0,0.509,0.491,0.0,-0.8074
91268,can afford to travel from romania to london still picks your pocket,img/91268.png,0,0.0,1.0,0.0,0.0
42179,immigrants illegal aliens,img/42179.png,1,0.643,0.357,0.0,-0.5574
35097,meanwhile at the isis strip club,img/35097.png,0,0.0,1.0,0.0,0.0
83570,the loudest one in the room.. is the weakest one in the room,img/83570.png,0,0.216,0.784,0.0,-0.5106
56490,how could this happen in the current year? when it's 2019 and there are still people who refuse to celebrate rectal wart sex,img/56490.png,1,0.082,0.781,0.138,0.3612
7968,ernie mocks tyrone's lack of a father in front of the whole class,img/07968.png,1,0.346,0.654,0.0,-0.6486
81259,when you see a child in a gay parade half naked twerking with everyone celebrating ernie prepares to commit a hate crime,img/81259.png,1,0.256,0.534,0.21,-0.3182
19753,"how many times do we have to teach you this lesson, you tranny freaks ?",img/19753.png,1,0.097,0.903,0.0,-0.1027
61480,why is it bad to be a black jew because you have to sit at the back of the oven,img/61480.png,1,0.163,0.837,0.0,-0.5423
54790,what people do in the bedroom is not anyone else's business,img/54790.png,0,0.0,1.0,0.0,0.0
43517,"when you hear 'em yelling that allahakbar crap, just shoot 'em before they blow up a bomb, or start stabbin' and shootin' people",img/43517.png,1,0.301,0.699,0.0,-0.802
25068,i really like 50 cent or as we call him in zimbabwe 4 billion dollars,img/25068.png,0,0.0,0.811,0.189,0.4201
